"Index","ACP","BZW","CCC","CDR","EUR","GTC","ING","KGH","LPP","MBK","MIL","OPL","PEO","PKN","PKO"
2005-04-01,1.99338449020217,0,0,0,0,0,0,-1.2785213750333,0,0,0,-1.89497487796619,-1.80835883423089,2.81269396767647,-2.93887449785619
2005-04-04,0,0,0,0,0,4.08304651124767,-4.1954791497731,-0.674441327115094,0,-3.60617160194066,0,0,0,1.25740607603975,0.368633125221685
2005-04-05,-0.991725350177886,0,0,0,0,1.75319351963799,3.62119399020235,0.971675353897261,0,-2.05885237460279,-0.995153843752239,1.89497487796619,1.80835883423089,1.67240790434202,0.361724426801624
2005-04-06,1.67300923358513,0,0,0,-1.01815576793706,0,0.803078944669799,3.2403701560674,0,0.830627742903545,-11.3219734865524,-0.472909267933241,-0.358586122086457,2.04872058436352,0.365955495746428
2005-04-07,-7.54946689401699,-1.51474496937967,0,0,1.01815576793706,-1.75319351963799,0.450335662028811,1.28012062592315,0,0.407778177068607,-1.12633396219175,-0.952581179612189,-2.1789464200709,-1.64082356176207,-0.727679922548052
2005-04-11,0,-1.02363631619484,0,0,0.337094566793616,-2.25121292026698,-0.222064148193901,2.1813780730255,0,-1.23840591997215,-1.9152686605703,0,1.46151167607735,-2.71373436777509,0.727679922548052
2005-04-12,-0.734905221881332,1.43097980706983,0,0,4.59619809106528,-0.90857499339827,-0.116924055470502,-0.953587650591547,0,2.05885237460279,1.9152686605703,0,-0.732337968150887,0.436080255517801,-0.365955495746428
2005-04-13,-1.07650103629187,-3.39357870494306,0,0,0,0.90857499339827,0.116924055470502,-4.09613576310655,0,-0.404439515529997,0.37226873885694,0.952581179612189,0.360181571437224,0,0
2005-04-14,-4.08695975212576,-1.58503650625592,0,0,1.89896902792437,2.69746112530798,0,-0.320694483488015,0,0.817054306647158,-1.5160909758708,-1.42206561003295,-0.360181571437224,-1.9271535035108,-0.730357552023309
2005-04-15,-1.52106186071315,-1.07319832094737,0,0,-0.319584069847656,-0.446248205041,-0.913352948662904,0.949656894875117,0,-2.05028724105727,-1.5488904411575,-1.46334020959431,-0.729173707926467,-0.652553134024192,-1.10280755320238
2005-04-18,-1.1449164048897,2.0261144299309,0,0,-0.949894950883867,-1.35081873901237,-1.38732222891429,-3.25278320660232,0,-2.52947151626923,-3.9657874112119,-3.18846649353191,-1.85651418775796,-1.95287372339381,-1.53936905192342
2005-04-19,-1.20374220772259,0,0,0,0.949894950883867,-2.27164087276548,-1.17049607768789,1.9529627021484,0,0.426046813107916,5.5146778523694,-3.29348742647029,1.1219844582615,0.65982950252641,0.412820952082171
2005-04-20,1.20374220772259,-1.48169620123104,0,0,0,-1.39031159615937,-0.942787890442887,-1.2785213750333,0,0,0.381183057310641,-2.63850967121591,-1.1219844582615,0,-1.93541383075329
2005-04-21,2.27687271630619,-2.8178167482829,0,0,-2.22808509523834,-0.949238293262633,1.64555626790817,2.57834187948722,0,0.845673153343185,0,1.07007332856166,1.85651418775796,2.1685083372065,1.52259287867111
2005-04-22,-0.384312963169098,1.637104879795,0,0,2.22808509523834,7.28479346794173,-0.231749814036286,-0.628962411387102,0,2.89542399975824,0.375113321042131,1.27892990940941,0.365251470361194,1.7042425211959,0.789748868364537
2005-04-25,0,-0.760262841174608,0,0,0,-0.876535761700881,-0.471018563428993,-0.670858093066817,4.23274254595567,0,0,0,0.724103809002496,1.24422939819278,-1.9280617981619
2005-04-26,-10.4505209553343,0.860622711388359,0,0,4.92739121089825,0,0,0.350163609578802,7.0034947869102,-1.22822463169925,-2.30518681951027,-1.04629979298045,-2.57254432814644,-0.828649920015634,-0.384279948873756
2005-04-27,0,1.5089634885272,0,0,-0.900442065755813,-2.69746112530798,0.471018563428993,-2.62266180510218,3.79262728443628,-1.66719936805899,0,-2.66524713786858,-1.88578378139983,-2.34273298168794,-2.32527443197941
2005-04-28,2.95519986179342,-0.326596689260938,3.14624070935419,0,-2.45380001110491,1.80296441096472,0,-1.66246739059472,-2.47389682108325,-0.845673153343185,0.777444017601059,-2.19351001088119,-1.13930519812566,-2.17061932696816,-0.82739245316934
2005-04-29,-2.95519986179342,-0.215486771409878,3.76214106896842,0,-0.315596592223311,-1.34657942629541,0,0.991030041049923,1.18491514426751,2.51287252140218,-0.777444017601059,0.544115100981157,0,0.430155935455456,0.444525270949514
